,path,class
37,./data/images/train/train/cbb/train-cbb-131.jpg,cbb
38,./data/images/train/train/cbb/train-cbb-132.jpg,cbb
39,./data/images/train/train/cbb/train-cbb-133.jpg,cbb
40,./data/images/train/train/cbb/train-cbb-134.jpg,cbb
41,./data/images/train/train/cbb/train-cbb-135.jpg,cbb
42,./data/images/train/train/cbb/train-cbb-136.jpg,cbb
43,./data/images/train/train/cbb/train-cbb-137.jpg,cbb
44,./data/images/train/train/cbb/train-cbb-138.jpg,cbb
45,./data/images/train/train/cbb/train-cbb-139.jpg,cbb
46,./data/images/train/train/cbb/train-cbb-14.jpg,cbb
47,./data/images/train/train/cbb/train-cbb-140.jpg,cbb
48,./data/images/train/train/cbb/train-cbb-141.jpg,cbb
49,./data/images/train/train/cbb/train-cbb-142.jpg,cbb
50,./data/images/train/train/cbb/train-cbb-143.jpg,cbb
51,./data/images/train/train/cbb/train-cbb-144.jpg,cbb
52,./data/images/train/train/cbb/train-cbb-145.jpg,cbb
53,./data/images/train/train/cbb/train-cbb-146.jpg,cbb
54,./data/images/train/train/cbb/train-cbb-147.jpg,cbb
55,./data/images/train/train/cbb/train-cbb-148.jpg,cbb
56,./data/images/train/train/cbb/train-cbb-149.jpg,cbb
57,./data/images/train/train/cbb/train-cbb-15.jpg,cbb
58,./data/images/train/train/cbb/train-cbb-150.jpg,cbb
59,./data/images/train/train/cbb/train-cbb-151.jpg,cbb
60,./data/images/train/train/cbb/train-cbb-152.jpg,cbb
61,./data/images/train/train/cbb/train-cbb-153.jpg,cbb
62,./data/images/train/train/cbb/train-cbb-154.jpg,cbb
63,./data/images/train/train/cbb/train-cbb-155.jpg,cbb
64,./data/images/train/train/cbb/train-cbb-156.jpg,cbb
65,./data/images/train/train/cbb/train-cbb-157.jpg,cbb
66,./data/images/train/train/cbb/train-cbb-158.jpg,cbb
67,./data/images/train/train/cbb/train-cbb-159.jpg,cbb
68,./data/images/train/train/cbb/train-cbb-16.jpg,cbb
69,./data/images/train/train/cbb/train-cbb-160.jpg,cbb
70,./data/images/train/train/cbb/train-cbb-161.jpg,cbb
71,./data/images/train/train/cbb/train-cbb-162.jpg,cbb
72,./data/images/train/train/cbb/train-cbb-163.jpg,cbb
73,./data/images/train/train/cbb/train-cbb-164.jpg,cbb
74,./data/images/train/train/cbb/train-cbb-165.jpg,cbb
75,./data/images/train/train/cbb/train-cbb-166.jpg,cbb
76,./data/images/train/train/cbb/train-cbb-167.jpg,cbb
77,./data/images/train/train/cbb/train-cbb-168.jpg,cbb
78,./data/images/train/train/cbb/train-cbb-169.jpg,cbb
79,./data/images/train/train/cbb/train-cbb-17.jpg,cbb
80,./data/images/train/train/cbb/train-cbb-170.jpg,cbb
81,./data/images/train/train/cbb/train-cbb-171.jpg,cbb
82,./data/images/train/train/cbb/train-cbb-172.jpg,cbb
83,./data/images/train/train/cbb/train-cbb-173.jpg,cbb
84,./data/images/train/train/cbb/train-cbb-174.jpg,cbb
85,./data/images/train/train/cbb/train-cbb-175.jpg,cbb
86,./data/images/train/train/cbb/train-cbb-176.jpg,cbb
87,./data/images/train/train/cbb/train-cbb-177.jpg,cbb
88,./data/images/train/train/cbb/train-cbb-178.jpg,cbb
89,./data/images/train/train/cbb/train-cbb-179.jpg,cbb
90,./data/images/train/train/cbb/train-cbb-18.jpg,cbb
91,./data/images/train/train/cbb/train-cbb-180.jpg,cbb
92,./data/images/train/train/cbb/train-cbb-181.jpg,cbb
93,./data/images/train/train/cbb/train-cbb-182.jpg,cbb
94,./data/images/train/train/cbb/train-cbb-183.jpg,cbb
95,./data/images/train/train/cbb/train-cbb-184.jpg,cbb
96,./data/images/train/train/cbb/train-cbb-185.jpg,cbb
97,./data/images/train/train/cbb/train-cbb-186.jpg,cbb
98,./data/images/train/train/cbb/train-cbb-187.jpg,cbb
99,./data/images/train/train/cbb/train-cbb-188.jpg,cbb
100,./data/images/train/train/cbb/train-cbb-189.jpg,cbb
101,./data/images/train/train/cbb/train-cbb-19.jpg,cbb
102,./data/images/train/train/cbb/train-cbb-190.jpg,cbb
103,./data/images/train/train/cbb/train-cbb-191.jpg,cbb
104,./data/images/train/train/cbb/train-cbb-192.jpg,cbb
105,./data/images/train/train/cbb/train-cbb-193.jpg,cbb
106,./data/images/train/train/cbb/train-cbb-194.jpg,cbb
107,./data/images/train/train/cbb/train-cbb-195.jpg,cbb
108,./data/images/train/train/cbb/train-cbb-196.jpg,cbb
109,./data/images/train/train/cbb/train-cbb-197.jpg,cbb
110,./data/images/train/train/cbb/train-cbb-198.jpg,cbb
111,./data/images/train/train/cbb/train-cbb-199.jpg,cbb
112,./data/images/train/train/cbb/train-cbb-2.jpg,cbb
113,./data/images/train/train/cbb/train-cbb-20.jpg,cbb
114,./data/images/train/train/cbb/train-cbb-200.jpg,cbb
115,./data/images/train/train/cbb/train-cbb-201.jpg,cbb
116,./data/images/train/train/cbb/train-cbb-202.jpg,cbb
117,./data/images/train/train/cbb/train-cbb-203.jpg,cbb
118,./data/images/train/train/cbb/train-cbb-204.jpg,cbb
119,./data/images/train/train/cbb/train-cbb-205.jpg,cbb
120,./data/images/train/train/cbb/train-cbb-206.jpg,cbb
121,./data/images/train/train/cbb/train-cbb-207.jpg,cbb
122,./data/images/train/train/cbb/train-cbb-208.jpg,cbb
123,./data/images/train/train/cbb/train-cbb-209.jpg,cbb
124,./data/images/train/train/cbb/train-cbb-21.jpg,cbb
125,./data/images/train/train/cbb/train-cbb-210.jpg,cbb
126,./data/images/train/train/cbb/train-cbb-211.jpg,cbb
127,./data/images/train/train/cbb/train-cbb-212.jpg,cbb
128,./data/images/train/train/cbb/train-cbb-213.jpg,cbb
129,./data/images/train/train/cbb/train-cbb-214.jpg,cbb
130,./data/images/train/train/cbb/train-cbb-215.jpg,cbb
131,./data/images/train/train/cbb/train-cbb-216.jpg,cbb
132,./data/images/train/train/cbb/train-cbb-217.jpg,cbb
133,./data/images/train/train/cbb/train-cbb-218.jpg,cbb
134,./data/images/train/train/cbb/train-cbb-219.jpg,cbb
135,./data/images/train/train/cbb/train-cbb-22.jpg,cbb
136,./data/images/train/train/cbb/train-cbb-220.jpg,cbb
137,./data/images/train/train/cbb/train-cbb-221.jpg,cbb
138,./data/images/train/train/cbb/train-cbb-222.jpg,cbb
139,./data/images/train/train/cbb/train-cbb-223.jpg,cbb
140,./data/images/train/train/cbb/train-cbb-224.jpg,cbb
141,./data/images/train/train/cbb/train-cbb-225.jpg,cbb
142,./data/images/train/train/cbb/train-cbb-226.jpg,cbb
143,./data/images/train/train/cbb/train-cbb-227.jpg,cbb
144,./data/images/train/train/cbb/train-cbb-228.jpg,cbb
145,./data/images/train/train/cbb/train-cbb-229.jpg,cbb
146,./data/images/train/train/cbb/train-cbb-23.jpg,cbb
147,./data/images/train/train/cbb/train-cbb-230.jpg,cbb
148,./data/images/train/train/cbb/train-cbb-231.jpg,cbb
149,./data/images/train/train/cbb/train-cbb-232.jpg,cbb
150,./data/images/train/train/cbb/train-cbb-233.jpg,cbb
151,./data/images/train/train/cbb/train-cbb-234.jpg,cbb
152,./data/images/train/train/cbb/train-cbb-235.jpg,cbb
153,./data/images/train/train/cbb/train-cbb-236.jpg,cbb
154,./data/images/train/train/cbb/train-cbb-237.jpg,cbb
155,./data/images/train/train/cbb/train-cbb-238.jpg,cbb
156,./data/images/train/train/cbb/train-cbb-239.jpg,cbb
157,./data/images/train/train/cbb/train-cbb-24.jpg,cbb
158,./data/images/train/train/cbb/train-cbb-240.jpg,cbb
159,./data/images/train/train/cbb/train-cbb-241.jpg,cbb
160,./data/images/train/train/cbb/train-cbb-242.jpg,cbb
161,./data/images/train/train/cbb/train-cbb-243.jpg,cbb
162,./data/images/train/train/cbb/train-cbb-244.jpg,cbb
163,./data/images/train/train/cbb/train-cbb-245.jpg,cbb
164,./data/images/train/train/cbb/train-cbb-246.jpg,cbb
165,./data/images/train/train/cbb/train-cbb-247.jpg,cbb
166,./data/images/train/train/cbb/train-cbb-248.jpg,cbb
167,./data/images/train/train/cbb/train-cbb-249.jpg,cbb
168,./data/images/train/train/cbb/train-cbb-25.jpg,cbb
169,./data/images/train/train/cbb/train-cbb-250.jpg,cbb
170,./data/images/train/train/cbb/train-cbb-251.jpg,cbb
171,./data/images/train/train/cbb/train-cbb-252.jpg,cbb
172,./data/images/train/train/cbb/train-cbb-253.jpg,cbb
173,./data/images/train/train/cbb/train-cbb-254.jpg,cbb
174,./data/images/train/train/cbb/train-cbb-255.jpg,cbb
175,./data/images/train/train/cbb/train-cbb-256.jpg,cbb
176,./data/images/train/train/cbb/train-cbb-257.jpg,cbb
177,./data/images/train/train/cbb/train-cbb-258.jpg,cbb
178,./data/images/train/train/cbb/train-cbb-259.jpg,cbb
179,./data/images/train/train/cbb/train-cbb-26.jpg,cbb
180,./data/images/train/train/cbb/train-cbb-260.jpg,cbb
181,./data/images/train/train/cbb/train-cbb-261.jpg,cbb
182,./data/images/train/train/cbb/train-cbb-262.jpg,cbb
183,./data/images/train/train/cbb/train-cbb-263.jpg,cbb
184,./data/images/train/train/cbb/train-cbb-264.jpg,cbb
185,./data/images/train/train/cbb/train-cbb-265.jpg,cbb
186,./data/images/train/train/cbb/train-cbb-266.jpg,cbb
187,./data/images/train/train/cbb/train-cbb-267.jpg,cbb
188,./data/images/train/train/cbb/train-cbb-268.jpg,cbb
189,./data/images/train/train/cbb/train-cbb-269.jpg,cbb
190,./data/images/train/train/cbb/train-cbb-27.jpg,cbb
191,./data/images/train/train/cbb/train-cbb-270.jpg,cbb
192,./data/images/train/train/cbb/train-cbb-271.jpg,cbb
193,./data/images/train/train/cbb/train-cbb-272.jpg,cbb
194,./data/images/train/train/cbb/train-cbb-273.jpg,cbb
195,./data/images/train/train/cbb/train-cbb-274.jpg,cbb
196,./data/images/train/train/cbb/train-cbb-275.jpg,cbb
197,./data/images/train/train/cbb/train-cbb-276.jpg,cbb
198,./data/images/train/train/cbb/train-cbb-277.jpg,cbb
199,./data/images/train/train/cbb/train-cbb-278.jpg,cbb
200,./data/images/train/train/cbb/train-cbb-279.jpg,cbb
201,./data/images/train/train/cbb/train-cbb-28.jpg,cbb
202,./data/images/train/train/cbb/train-cbb-280.jpg,cbb
203,./data/images/train/train/cbb/train-cbb-281.jpg,cbb
204,./data/images/train/train/cbb/train-cbb-282.jpg,cbb
205,./data/images/train/train/cbb/train-cbb-283.jpg,cbb
206,./data/images/train/train/cbb/train-cbb-284.jpg,cbb
207,./data/images/train/train/cbb/train-cbb-285.jpg,cbb
208,./data/images/train/train/cbb/train-cbb-286.jpg,cbb
209,./data/images/train/train/cbb/train-cbb-287.jpg,cbb
210,./data/images/train/train/cbb/train-cbb-288.jpg,cbb
211,./data/images/train/train/cbb/train-cbb-289.jpg,cbb
212,./data/images/train/train/cbb/train-cbb-29.jpg,cbb
213,./data/images/train/train/cbb/train-cbb-290.jpg,cbb
214,./data/images/train/train/cbb/train-cbb-291.jpg,cbb
215,./data/images/train/train/cbb/train-cbb-292.jpg,cbb
216,./data/images/train/train/cbb/train-cbb-293.jpg,cbb
217,./data/images/train/train/cbb/train-cbb-294.jpg,cbb
218,./data/images/train/train/cbb/train-cbb-295.jpg,cbb
219,./data/images/train/train/cbb/train-cbb-296.jpg,cbb
220,./data/images/train/train/cbb/train-cbb-297.jpg,cbb
221,./data/images/train/train/cbb/train-cbb-298.jpg,cbb
222,./data/images/train/train/cbb/train-cbb-299.jpg,cbb
223,./data/images/train/train/cbb/train-cbb-3.jpg,cbb
224,./data/images/train/train/cbb/train-cbb-30.jpg,cbb
225,./data/images/train/train/cbb/train-cbb-300.jpg,cbb
226,./data/images/train/train/cbb/train-cbb-301.jpg,cbb
227,./data/images/train/train/cbb/train-cbb-302.jpg,cbb
228,./data/images/train/train/cbb/train-cbb-303.jpg,cbb
229,./data/images/train/train/cbb/train-cbb-304.jpg,cbb
230,./data/images/train/train/cbb/train-cbb-305.jpg,cbb
231,./data/images/train/train/cbb/train-cbb-306.jpg,cbb
232,./data/images/train/train/cbb/train-cbb-307.jpg,cbb
233,./data/images/train/train/cbb/train-cbb-308.jpg,cbb
234,./data/images/train/train/cbb/train-cbb-309.jpg,cbb
235,./data/images/train/train/cbb/train-cbb-31.jpg,cbb
236,./data/images/train/train/cbb/train-cbb-310.jpg,cbb
237,./data/images/train/train/cbb/train-cbb-311.jpg,cbb
238,./data/images/train/train/cbb/train-cbb-312.jpg,cbb
239,./data/images/train/train/cbb/train-cbb-313.jpg,cbb
240,./data/images/train/train/cbb/train-cbb-314.jpg,cbb
241,./data/images/train/train/cbb/train-cbb-315.jpg,cbb
242,./data/images/train/train/cbb/train-cbb-316.jpg,cbb
243,./data/images/train/train/cbb/train-cbb-317.jpg,cbb
244,./data/images/train/train/cbb/train-cbb-318.jpg,cbb
245,./data/images/train/train/cbb/train-cbb-319.jpg,cbb
246,./data/images/train/train/cbb/train-cbb-32.jpg,cbb
247,./data/images/train/train/cbb/train-cbb-320.jpg,cbb
248,./data/images/train/train/cbb/train-cbb-321.jpg,cbb
249,./data/images/train/train/cbb/train-cbb-322.jpg,cbb
250,./data/images/train/train/cbb/train-cbb-323.jpg,cbb
251,./data/images/train/train/cbb/train-cbb-324.jpg,cbb
252,./data/images/train/train/cbb/train-cbb-325.jpg,cbb
253,./data/images/train/train/cbb/train-cbb-326.jpg,cbb
254,./data/images/train/train/cbb/train-cbb-327.jpg,cbb
255,./data/images/train/train/cbb/train-cbb-328.jpg,cbb
256,./data/images/train/train/cbb/train-cbb-329.jpg,cbb
257,./data/images/train/train/cbb/train-cbb-33.jpg,cbb
258,./data/images/train/train/cbb/train-cbb-330.jpg,cbb
259,./data/images/train/train/cbb/train-cbb-331.jpg,cbb
260,./data/images/train/train/cbb/train-cbb-332.jpg,cbb
261,./data/images/train/train/cbb/train-cbb-333.jpg,cbb
262,./data/images/train/train/cbb/train-cbb-334.jpg,cbb
263,./data/images/train/train/cbb/train-cbb-335.jpg,cbb
264,./data/images/train/train/cbb/train-cbb-336.jpg,cbb
265,./data/images/train/train/cbb/train-cbb-337.jpg,cbb
266,./data/images/train/train/cbb/train-cbb-338.jpg,cbb
267,./data/images/train/train/cbb/train-cbb-339.jpg,cbb
268,./data/images/train/train/cbb/train-cbb-34.jpg,cbb
269,./data/images/train/train/cbb/train-cbb-340.jpg,cbb
270,./data/images/train/train/cbb/train-cbb-341.jpg,cbb
271,./data/images/train/train/cbb/train-cbb-342.jpg,cbb
272,./data/images/train/train/cbb/train-cbb-343.jpg,cbb
273,./data/images/train/train/cbb/train-cbb-344.jpg,cbb
274,./data/images/train/train/cbb/train-cbb-345.jpg,cbb
275,./data/images/train/train/cbb/train-cbb-346.jpg,cbb
276,./data/images/train/train/cbb/train-cbb-347.jpg,cbb
277,./data/images/train/train/cbb/train-cbb-348.jpg,cbb
278,./data/images/train/train/cbb/train-cbb-349.jpg,cbb
279,./data/images/train/train/cbb/train-cbb-35.jpg,cbb
280,./data/images/train/train/cbb/train-cbb-350.jpg,cbb
281,./data/images/train/train/cbb/train-cbb-351.jpg,cbb
282,./data/images/train/train/cbb/train-cbb-352.jpg,cbb
283,./data/images/train/train/cbb/train-cbb-353.jpg,cbb
284,./data/images/train/train/cbb/train-cbb-354.jpg,cbb
285,./data/images/train/train/cbb/train-cbb-355.jpg,cbb
286,./data/images/train/train/cbb/train-cbb-356.jpg,cbb
287,./data/images/train/train/cbb/train-cbb-357.jpg,cbb
288,./data/images/train/train/cbb/train-cbb-358.jpg,cbb
289,./data/images/train/train/cbb/train-cbb-359.jpg,cbb
290,./data/images/train/train/cbb/train-cbb-36.jpg,cbb
291,./data/images/train/train/cbb/train-cbb-360.jpg,cbb
292,./data/images/train/train/cbb/train-cbb-361.jpg,cbb
293,./data/images/train/train/cbb/train-cbb-362.jpg,cbb
294,./data/images/train/train/cbb/train-cbb-363.jpg,cbb
295,./data/images/train/train/cbb/train-cbb-364.jpg,cbb
296,./data/images/train/train/cbb/train-cbb-365.jpg,cbb
297,./data/images/train/train/cbb/train-cbb-366.jpg,cbb
298,./data/images/train/train/cbb/train-cbb-367.jpg,cbb
299,./data/images/train/train/cbb/train-cbb-368.jpg,cbb
300,./data/images/train/train/cbb/train-cbb-369.jpg,cbb
301,./data/images/train/train/cbb/train-cbb-37.jpg,cbb
302,./data/images/train/train/cbb/train-cbb-370.jpg,cbb
303,./data/images/train/train/cbb/train-cbb-371.jpg,cbb
304,./data/images/train/train/cbb/train-cbb-372.jpg,cbb
305,./data/images/train/train/cbb/train-cbb-373.jpg,cbb
306,./data/images/train/train/cbb/train-cbb-374.jpg,cbb
307,./data/images/train/train/cbb/train-cbb-375.jpg,cbb
308,./data/images/train/train/cbb/train-cbb-376.jpg,cbb
309,./data/images/train/train/cbb/train-cbb-377.jpg,cbb
310,./data/images/train/train/cbb/train-cbb-378.jpg,cbb
311,./data/images/train/train/cbb/train-cbb-379.jpg,cbb
312,./data/images/train/train/cbb/train-cbb-38.jpg,cbb
313,./data/images/train/train/cbb/train-cbb-380.jpg,cbb
314,./data/images/train/train/cbb/train-cbb-381.jpg,cbb
315,./data/images/train/train/cbb/train-cbb-382.jpg,cbb
316,./data/images/train/train/cbb/train-cbb-383.jpg,cbb
317,./data/images/train/train/cbb/train-cbb-384.jpg,cbb
318,./data/images/train/train/cbb/train-cbb-385.jpg,cbb
319,./data/images/train/train/cbb/train-cbb-386.jpg,cbb
320,./data/images/train/train/cbb/train-cbb-387.jpg,cbb
321,./data/images/train/train/cbb/train-cbb-388.jpg,cbb
322,./data/images/train/train/cbb/train-cbb-389.jpg,cbb
323,./data/images/train/train/cbb/train-cbb-39.jpg,cbb
324,./data/images/train/train/cbb/train-cbb-390.jpg,cbb
325,./data/images/train/train/cbb/train-cbb-391.jpg,cbb
326,./data/images/train/train/cbb/train-cbb-392.jpg,cbb
327,./data/images/train/train/cbb/train-cbb-393.jpg,cbb
328,./data/images/train/train/cbb/train-cbb-394.jpg,cbb
329,./data/images/train/train/cbb/train-cbb-395.jpg,cbb
330,./data/images/train/train/cbb/train-cbb-396.jpg,cbb
331,./data/images/train/train/cbb/train-cbb-397.jpg,cbb
332,./data/images/train/train/cbb/train-cbb-398.jpg,cbb
333,./data/images/train/train/cbb/train-cbb-399.jpg,cbb
334,./data/images/train/train/cbb/train-cbb-4.jpg,cbb
335,./data/images/train/train/cbb/train-cbb-40.jpg,cbb
336,./data/images/train/train/cbb/train-cbb-400.jpg,cbb
337,./data/images/train/train/cbb/train-cbb-401.jpg,cbb
338,./data/images/train/train/cbb/train-cbb-402.jpg,cbb
339,./data/images/train/train/cbb/train-cbb-403.jpg,cbb
340,./data/images/train/train/cbb/train-cbb-404.jpg,cbb
341,./data/images/train/train/cbb/train-cbb-405.jpg,cbb
342,./data/images/train/train/cbb/train-cbb-406.jpg,cbb
343,./data/images/train/train/cbb/train-cbb-407.jpg,cbb
344,./data/images/train/train/cbb/train-cbb-408.jpg,cbb
345,./data/images/train/train/cbb/train-cbb-409.jpg,cbb
346,./data/images/train/train/cbb/train-cbb-41.jpg,cbb
347,./data/images/train/train/cbb/train-cbb-410.jpg,cbb
348,./data/images/train/train/cbb/train-cbb-411.jpg,cbb
349,./data/images/train/train/cbb/train-cbb-412.jpg,cbb
350,./data/images/train/train/cbb/train-cbb-413.jpg,cbb
351,./data/images/train/train/cbb/train-cbb-414.jpg,cbb
352,./data/images/train/train/cbb/train-cbb-415.jpg,cbb
353,./data/images/train/train/cbb/train-cbb-416.jpg,cbb
354,./data/images/train/train/cbb/train-cbb-417.jpg,cbb
355,./data/images/train/train/cbb/train-cbb-418.jpg,cbb
356,./data/images/train/train/cbb/train-cbb-419.jpg,cbb
357,./data/images/train/train/cbb/train-cbb-42.jpg,cbb
358,./data/images/train/train/cbb/train-cbb-420.jpg,cbb
359,./data/images/train/train/cbb/train-cbb-421.jpg,cbb
360,./data/images/train/train/cbb/train-cbb-422.jpg,cbb
361,./data/images/train/train/cbb/train-cbb-423.jpg,cbb
362,./data/images/train/train/cbb/train-cbb-424.jpg,cbb
363,./data/images/train/train/cbb/train-cbb-425.jpg,cbb
364,./data/images/train/train/cbb/train-cbb-426.jpg,cbb
365,./data/images/train/train/cbb/train-cbb-427.jpg,cbb
366,./data/images/train/train/cbb/train-cbb-428.jpg,cbb
367,./data/images/train/train/cbb/train-cbb-429.jpg,cbb
368,./data/images/train/train/cbb/train-cbb-43.jpg,cbb
369,./data/images/train/train/cbb/train-cbb-430.jpg,cbb
370,./data/images/train/train/cbb/train-cbb-431.jpg,cbb
371,./data/images/train/train/cbb/train-cbb-432.jpg,cbb
372,./data/images/train/train/cbb/train-cbb-433.jpg,cbb
373,./data/images/train/train/cbb/train-cbb-434.jpg,cbb
374,./data/images/train/train/cbb/train-cbb-435.jpg,cbb
375,./data/images/train/train/cbb/train-cbb-436.jpg,cbb
376,./data/images/train/train/cbb/train-cbb-437.jpg,cbb
377,./data/images/train/train/cbb/train-cbb-438.jpg,cbb
378,./data/images/train/train/cbb/train-cbb-439.jpg,cbb
379,./data/images/train/train/cbb/train-cbb-44.jpg,cbb
380,./data/images/train/train/cbb/train-cbb-440.jpg,cbb
381,./data/images/train/train/cbb/train-cbb-441.jpg,cbb
382,./data/images/train/train/cbb/train-cbb-442.jpg,cbb
383,./data/images/train/train/cbb/train-cbb-443.jpg,cbb
384,./data/images/train/train/cbb/train-cbb-444.jpg,cbb
385,./data/images/train/train/cbb/train-cbb-445.jpg,cbb
386,./data/images/train/train/cbb/train-cbb-446.jpg,cbb
387,./data/images/train/train/cbb/train-cbb-447.jpg,cbb
388,./data/images/train/train/cbb/train-cbb-448.jpg,cbb
389,./data/images/train/train/cbb/train-cbb-449.jpg,cbb
390,./data/images/train/train/cbb/train-cbb-45.jpg,cbb
391,./data/images/train/train/cbb/train-cbb-450.jpg,cbb
392,./data/images/train/train/cbb/train-cbb-451.jpg,cbb
393,./data/images/train/train/cbb/train-cbb-452.jpg,cbb
394,./data/images/train/train/cbb/train-cbb-453.jpg,cbb
395,./data/images/train/train/cbb/train-cbb-454.jpg,cbb
396,./data/images/train/train/cbb/train-cbb-455.jpg,cbb
397,./data/images/train/train/cbb/train-cbb-456.jpg,cbb
398,./data/images/train/train/cbb/train-cbb-457.jpg,cbb
399,./data/images/train/train/cbb/train-cbb-458.jpg,cbb
400,./data/images/train/train/cbb/train-cbb-459.jpg,cbb
401,./data/images/train/train/cbb/train-cbb-46.jpg,cbb
402,./data/images/train/train/cbb/train-cbb-460.jpg,cbb
403,./data/images/train/train/cbb/train-cbb-461.jpg,cbb
404,./data/images/train/train/cbb/train-cbb-462.jpg,cbb
405,./data/images/train/train/cbb/train-cbb-463.jpg,cbb
406,./data/images/train/train/cbb/train-cbb-464.jpg,cbb
407,./data/images/train/train/cbb/train-cbb-465.jpg,cbb
408,./data/images/train/train/cbb/train-cbb-47.jpg,cbb
409,./data/images/train/train/cbb/train-cbb-48.jpg,cbb
410,./data/images/train/train/cbb/train-cbb-49.jpg,cbb
411,./data/images/train/train/cbb/train-cbb-5.jpg,cbb
412,./data/images/train/train/cbb/train-cbb-50.jpg,cbb
413,./data/images/train/train/cbb/train-cbb-51.jpg,cbb
414,./data/images/train/train/cbb/train-cbb-52.jpg,cbb
415,./data/images/train/train/cbb/train-cbb-53.jpg,cbb
416,./data/images/train/train/cbb/train-cbb-54.jpg,cbb
417,./data/images/train/train/cbb/train-cbb-55.jpg,cbb
418,./data/images/train/train/cbb/train-cbb-56.jpg,cbb
419,./data/images/train/train/cbb/train-cbb-57.jpg,cbb
420,./data/images/train/train/cbb/train-cbb-58.jpg,cbb
421,./data/images/train/train/cbb/train-cbb-59.jpg,cbb
422,./data/images/train/train/cbb/train-cbb-6.jpg,cbb
423,./data/images/train/train/cbb/train-cbb-60.jpg,cbb
424,./data/images/train/train/cbb/train-cbb-61.jpg,cbb
425,./data/images/train/train/cbb/train-cbb-62.jpg,cbb
426,./data/images/train/train/cbb/train-cbb-63.jpg,cbb
427,./data/images/train/train/cbb/train-cbb-64.jpg,cbb
428,./data/images/train/train/cbb/train-cbb-65.jpg,cbb
429,./data/images/train/train/cbb/train-cbb-66.jpg,cbb
430,./data/images/train/train/cbb/train-cbb-67.jpg,cbb
431,./data/images/train/train/cbb/train-cbb-68.jpg,cbb
432,./data/images/train/train/cbb/train-cbb-69.jpg,cbb
433,./data/images/train/train/cbb/train-cbb-7.jpg,cbb
434,./data/images/train/train/cbb/train-cbb-70.jpg,cbb
435,./data/images/train/train/cbb/train-cbb-71.jpg,cbb
436,./data/images/train/train/cbb/train-cbb-72.jpg,cbb
437,./data/images/train/train/cbb/train-cbb-73.jpg,cbb
438,./data/images/train/train/cbb/train-cbb-74.jpg,cbb
439,./data/images/train/train/cbb/train-cbb-75.jpg,cbb
440,./data/images/train/train/cbb/train-cbb-76.jpg,cbb
441,./data/images/train/train/cbb/train-cbb-77.jpg,cbb
442,./data/images/train/train/cbb/train-cbb-78.jpg,cbb
443,./data/images/train/train/cbb/train-cbb-79.jpg,cbb
444,./data/images/train/train/cbb/train-cbb-8.jpg,cbb
445,./data/images/train/train/cbb/train-cbb-80.jpg,cbb
446,./data/images/train/train/cbb/train-cbb-81.jpg,cbb
447,./data/images/train/train/cbb/train-cbb-82.jpg,cbb
448,./data/images/train/train/cbb/train-cbb-83.jpg,cbb
449,./data/images/train/train/cbb/train-cbb-84.jpg,cbb
450,./data/images/train/train/cbb/train-cbb-85.jpg,cbb
