,Unnamed: 0,path,class,kfold
57,1464,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-599.jpg,cbsd,0
58,649,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1162.jpg,cbsd,0
59,1953,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-138.jpg,cgm,0
60,2711,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1023.jpg,cmd,0
61,2844,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1143.jpg,cmd,0
62,3176,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1442.jpg,cmd,0
63,3608,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1831.jpg,cmd,0
64,3166,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1433.jpg,cmd,0
65,514,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1040.jpg,cbsd,0
66,3422,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1664.jpg,cmd,0
67,1316,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-465.jpg,cbsd,0
68,3840,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-204.jpg,cmd,0
69,1459,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-594.jpg,cbsd,0
70,1689,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-800.jpg,cbsd,0
71,2461,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-596.jpg,cgm,0
72,3843,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2042.jpg,cmd,0
73,112,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-2.jpg,cbb,0
74,4794,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-507.jpg,cmd,0
75,740,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1244.jpg,cbsd,0
76,3041,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1320.jpg,cmd,0
77,2579,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-701.jpg,cgm,0
78,3484,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-172.jpg,cmd,0
79,3712,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1925.jpg,cmd,0
80,3481,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1717.jpg,cmd,0
81,1431,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-569.jpg,cbsd,0
82,2853,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1151.jpg,cmd,0
83,463,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-97.jpg,cbb,0
84,4939,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-638.jpg,cmd,0
85,5418,/content/drive/MyDrive/cassava_project/data/images/train/train/healthy/train-healthy-169.jpg,healthy,0
86,4844,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-552.jpg,cmd,0
87,4604,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-336.jpg,cmd,0
88,4842,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-550.jpg,cmd,0
89,4182,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2348.jpg,cmd,0
90,3696,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1910.jpg,cmd,0
91,2807,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-111.jpg,cmd,0
92,853,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1346.jpg,cbsd,0
93,27,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-122.jpg,cbb,0
94,4322,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2474.jpg,cmd,0
95,2850,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1149.jpg,cmd,0
96,731,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1236.jpg,cbsd,0
97,681,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1191.jpg,cbsd,0
98,4677,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-401.jpg,cmd,0
99,3585,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1810.jpg,cmd,0
100,190,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-27.jpg,cbb,0
101,598,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1116.jpg,cbsd,0
102,5557,/content/drive/MyDrive/cassava_project/data/images/train/train/healthy/train-healthy-294.jpg,healthy,0
103,1505,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-635.jpg,cbsd,0
104,3341,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1591.jpg,cmd,0
105,490,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1019.jpg,cbsd,0
106,3749,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1959.jpg,cmd,0
107,4324,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2476.jpg,cmd,0
108,1942,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-128.jpg,cgm,0
109,716,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1222.jpg,cbsd,0
110,3429,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1670.jpg,cmd,0
111,860,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1352.jpg,cbsd,0
112,3156,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1424.jpg,cmd,0
113,806,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1303.jpg,cbsd,0
114,624,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-114.jpg,cbsd,0
115,2560,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-685.jpg,cgm,0
116,2012,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-191.jpg,cgm,0
117,3858,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2056.jpg,cmd,0
118,5364,/content/drive/MyDrive/cassava_project/data/images/train/train/healthy/train-healthy-12.jpg,healthy,0
119,1259,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-413.jpg,cbsd,0
120,580,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-110.jpg,cbsd,0
121,3100,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1374.jpg,cmd,0
122,2967,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1254.jpg,cmd,0
123,3174,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1440.jpg,cmd,0
124,3257,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1515.jpg,cmd,0
125,2131,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-299.jpg,cgm,0
126,5295,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-959.jpg,cmd,0
127,4114,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2287.jpg,cmd,0
128,5108,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-790.jpg,cmd,0
129,2763,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1070.jpg,cmd,0
130,2196,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-357.jpg,cgm,0
131,4852,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-56.jpg,cmd,0
132,1602,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-722.jpg,cbsd,0
133,3068,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1345.jpg,cmd,0
134,2338,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-485.jpg,cgm,0
135,3757,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1966.jpg,cmd,0
136,4514,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2647.jpg,cmd,0
137,1204,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-364.jpg,cbsd,0
138,823,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1319.jpg,cbsd,0
139,2716,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1028.jpg,cmd,0
140,62,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-154.jpg,cbb,0
141,4684,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-408.jpg,cmd,0
142,2652,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-768.jpg,cgm,0
143,2627,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-745.jpg,cgm,0
144,1483,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-615.jpg,cbsd,0
145,219,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-296.jpg,cbb,0
146,1149,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-314.jpg,cbsd,0
147,669,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1180.jpg,cbsd,0
148,5090,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-774.jpg,cmd,0
149,5606,/content/drive/MyDrive/cassava_project/data/images/train/train/healthy/train-healthy-54.jpg,healthy,0
150,2784,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-109.jpg,cmd,0
151,4352,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2500.jpg,cmd,0
152,369,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-430.jpg,cbb,0
153,470,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1000.jpg,cbsd,0
154,904,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1392.jpg,cbsd,0
155,2458,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-593.jpg,cgm,0
156,1126,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-294.jpg,cbsd,0
157,4771,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-487.jpg,cmd,0
158,160,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-242.jpg,cbb,0
159,4893,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-597.jpg,cmd,0
160,2573,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-697.jpg,cgm,0
161,4676,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-400.jpg,cmd,0
162,4334,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2485.jpg,cmd,0
163,1448,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-584.jpg,cbsd,0
164,2826,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1127.jpg,cmd,0
165,519,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1045.jpg,cbsd,0
166,3324,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1576.jpg,cmd,0
167,3999,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2183.jpg,cmd,0
168,1804,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-904.jpg,cbsd,0
169,1447,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-583.jpg,cbsd,0
170,5599,/content/drive/MyDrive/cassava_project/data/images/train/train/healthy/train-healthy-48.jpg,healthy,0
171,3826,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2027.jpg,cmd,0
172,4164,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2331.jpg,cmd,0
173,4386,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2531.jpg,cmd,0
174,3630,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1851.jpg,cmd,0
175,2200,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-360.jpg,cgm,0
176,4502,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2636.jpg,cmd,0
177,3250,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1509.jpg,cmd,0
178,3706,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-192.jpg,cmd,0
179,2270,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-423.jpg,cgm,0
180,1389,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-530.jpg,cbsd,0
181,592,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1110.jpg,cbsd,0
182,3685,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1900.jpg,cmd,0
183,2892,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1187.jpg,cmd,0
184,5310,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-972.jpg,cmd,0
185,5034,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-723.jpg,cmd,0
186,2017,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-196.jpg,cgm,0
187,2935,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1225.jpg,cmd,0
188,4111,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2284.jpg,cmd,0
189,2911,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1203.jpg,cmd,0
190,115,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-201.jpg,cbb,0
191,932,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1417.jpg,cbsd,0
192,2480,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-612.jpg,cgm,0
193,890,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-138.jpg,cbsd,0
194,2028,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-205.jpg,cgm,0
195,5220,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-891.jpg,cmd,0
196,1769,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-873.jpg,cbsd,0
197,2673,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-91.jpg,cgm,0
198,753,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1256.jpg,cbsd,0
199,399,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-458.jpg,cbb,0
200,4602,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-334.jpg,cmd,0
201,3268,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1525.jpg,cmd,0
202,251,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-324.jpg,cbb,0
203,3017,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-13.jpg,cmd,0
204,2438,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-575.jpg,cgm,0
205,5605,/content/drive/MyDrive/cassava_project/data/images/train/train/healthy/train-healthy-53.jpg,healthy,0
206,1251,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-406.jpg,cbsd,0
207,2342,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-489.jpg,cgm,0
208,4633,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-362.jpg,cmd,0
209,126,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-211.jpg,cbb,0
210,3196,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1460.jpg,cmd,0
211,4032,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2212.jpg,cmd,0
212,1068,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-241.jpg,cbsd,0
213,1228,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-386.jpg,cbsd,0
214,2551,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-677.jpg,cgm,0
215,3557,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1786.jpg,cmd,0
216,1749,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-855.jpg,cbsd,0
217,449,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-84.jpg,cbb,0
218,3935,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2125.jpg,cmd,0
219,389,/content/drive/MyDrive/cassava_project/data/images/train/train/cbb/train-cbb-449.jpg,cbb,0
220,5478,/content/drive/MyDrive/cassava_project/data/images/train/train/healthy/train-healthy-222.jpg,healthy,0
221,2983,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1269.jpg,cmd,0
222,1391,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-532.jpg,cbsd,0
223,4515,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2648.jpg,cmd,0
224,4391,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2536.jpg,cmd,0
225,4592,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-325.jpg,cmd,0
226,533,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1058.jpg,cbsd,0
227,1401,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-541.jpg,cbsd,0
228,4275,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2431.jpg,cmd,0
229,4946,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-644.jpg,cmd,0
230,4689,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-412.jpg,cmd,0
231,3865,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2062.jpg,cmd,0
232,3586,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1811.jpg,cmd,0
233,4377,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2523.jpg,cmd,0
234,4059,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2237.jpg,cmd,0
235,5114,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-796.jpg,cmd,0
236,4464,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2601.jpg,cmd,0
237,1238,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-395.jpg,cbsd,0
238,1114,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-283.jpg,cbsd,0
239,1936,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-122.jpg,cgm,0
240,2867,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1164.jpg,cmd,0
241,2945,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1234.jpg,cmd,0
242,4507,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2640.jpg,cmd,0
243,4188,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2353.jpg,cmd,0
244,1362,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-506.jpg,cbsd,0
245,1748,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-854.jpg,cbsd,0
246,4835,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-544.jpg,cmd,0
247,3226,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1488.jpg,cmd,0
248,2277,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-43.jpg,cgm,0
249,4537,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-276.jpg,cmd,0
250,3839,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-2039.jpg,cmd,0
251,1367,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-510.jpg,cbsd,0
252,4739,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-458.jpg,cmd,0
253,1916,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-104.jpg,cgm,0
254,2097,/content/drive/MyDrive/cassava_project/data/images/train/train/cgm/train-cgm-268.jpg,cgm,0
255,1045,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-220.jpg,cbsd,0
256,3370,/content/drive/MyDrive/cassava_project/data/images/train/train/cmd/train-cmd-1617.jpg,cmd,0
257,698,/content/drive/MyDrive/cassava_project/data/images/train/train/cbsd/train-cbsd-1206.jpg,cbsd,0
